sales_date,order_id,customer_name,branch,product_name,category,color,price,quantity,payment_type,trade_in,discount,total,total_sales,status,branch_address
9/11/2025,TRX02163,Customer_966,Padang,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit,0,0,300000000,300000000,cancelled,"Jl. Khatib Sulaiman No. 10, Padang"
10/11/2025,TRX02164,Customer_2033,Pontianak,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Kredit + Trade In,144000000,0,300000000,156000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
12/4/2025,TRX02165,Customer_3092,Karawang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Kredit + Trade In,233000000,0,580000000,347000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
10/7/2025,TRX02166,Customer_371,Batam,Suzuki XL7 Beta AT,SUV,Coklat Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Engku Putri No. 9, Batam"
3/19/2025,TRX02167,Customer_2170,Batam,Suzuki XL7 Beta AT,SUV,Putih Mutiara,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Engku Putri No. 9, Batam"
7/2/2025,TRX02168,Customer_96,Pontianak,Wuling Air ev Long Range,City Car (EV),Abu-abu,250000000,1,Cash,0,0,250000000,250000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
4/24/2025,TRX02169,Customer_1992,Kendari,Daihatsu Xenia 1.5 R CVT,MPV,Silver Metalik,240000000,1,Kredit + Trade In,166000000,0,240000000,74000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
5/13/2025,TRX02170,Customer_4364,Semarang,Honda BR-V 1.5 E CVT,MPV,Putih Mutiara,310000000,1,Cash,0,0,310000000,310000000,completed,"Jl. Setiabudi No. 60, Semarang"
2/2/2025,TRX02171,Customer_1240,Semarang,Hyundai Creta Prime AT,SUV,Putih Atlas,320000000,1,Kredit,0,1000000,320000000,319000000,completed,"Jl. Setiabudi No. 60, Semarang"
11/4/2025,TRX02172,Customer_606,Palembang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Putih Mutiara,580000000,1,Cash + Trade In,113000000,0,580000000,467000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
1/1/2025,TRX02173,Customer_1676,Kendari,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Putih Mutiara,580000000,1,Cash + Trade In,204000000,1000000,580000000,375000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
6/20/2025,TRX02174,Customer_2037,Jakarta,Daihatsu Xenia 1.5 R CVT,MPV,Hitam Metalik,240000000,1,Cash,0,0,240000000,240000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
5/15/2025,TRX02175,Customer_180,Pontianak,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Putih Pearl,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
5/21/2025,TRX02176,Customer_798,Kendari,Mitsubishi Xpander Ultimate CVT,MPV,Putih Pearl,320000000,1,Cash + Trade In,44000000,0,320000000,276000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
2/3/2025,TRX02177,Customer_3412,Kendari,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
1/2/2025,TRX02178,Customer_1039,Padang,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Putih,520000000,1,Kredit + Trade In,235000000,0,520000000,285000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
2/23/2025,TRX02179,Customer_1192,Bandung,Daihatsu Xenia 1.5 R CVT,MPV,Putih,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
10/7/2025,TRX02180,Customer_2675,Batam,Honda HR-V 1.5 E CVT,SUV,Merah,380000000,1,Kredit + Trade In,246000000,0,380000000,134000000,completed,"Jl. Engku Putri No. 9, Batam"
6/9/2025,TRX02181,Customer_4411,Batam,Honda BR-V 1.5 E CVT,MPV,Merah,310000000,1,Kredit,0,0,310000000,310000000,cancelled,"Jl. Engku Putri No. 9, Batam"
6/10/2025,TRX02182,Customer_3123,Batam,Daihatsu Terios 1.5 R CVT,SUV,Putih Mutiara,290000000,1,Kredit,0,0,290000000,290000000,completed,"Jl. Engku Putri No. 9, Batam"
1/30/2025,TRX02183,Customer_404,Bandung,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Putih Mutiara,580000000,1,Cash + Trade In,274000000,0,580000000,306000000,refund,"Jl. Soekarno Hatta No. 88, Bandung"
8/5/2025,TRX02184,Customer_2019,Kendari,Toyota Innova Zenix 2.0 V CVT,MPV,Abu-abu Metalik,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
7/30/2025,TRX02185,Customer_507,Palembang,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Abu-abu Granite,520000000,1,Kredit,0,0,520000000,520000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
1/29/2025,TRX02186,Customer_1031,Bandung,Wuling Almaz RS Pro AT,SUV,Abu-abu Metalik,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
10/25/2025,TRX02187,Customer_63,Jakarta,Toyota Avanza 1.5 G CVT,MPV,Hitam Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
10/13/2025,TRX02188,Customer_385,Padang,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
3/24/2025,TRX02189,Customer_3534,Malang,Suzuki XL7 Beta AT,SUV,Putih Mutiara,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
10/3/2025,TRX02190,Customer_2546,Karawang,Suzuki XL7 Beta AT,SUV,Coklat Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
11/8/2025,TRX02191,Customer_3692,Padang,Mitsubishi Xpander Ultimate CVT,MPV,Hitam Metalik,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
3/8/2025,TRX02192,Customer_1072,Palembang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Putih Pearl,580000000,1,Kredit + Trade In,124000000,0,580000000,456000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
11/8/2025,TRX02193,Customer_2757,Padang,Toyota Innova Zenix 2.0 V CVT,MPV,Putih Mutiara,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
3/19/2025,TRX02194,Customer_440,Jakarta,Suzuki XL7 Beta AT,SUV,Hitam Metalik,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
3/10/2025,TRX02195,Customer_3703,Kendari,Hyundai Stargazer Prime AT,MPV,Silver Titan,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
2/21/2025,TRX02196,Customer_552,Kendari,Toyota Avanza 1.5 G CVT,MPV,Putih Mutiara,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
10/2/2025,TRX02197,Customer_4124,Padang,Wuling Air ev Long Range,City Car (EV),Hitam,250000000,3,Cash,0,0,750000000,750000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
10/14/2025,TRX02198,Customer_3888,Batam,Wuling Almaz RS Pro AT,SUV,Hitam Metalik,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Engku Putri No. 9, Batam"
1/7/2025,TRX02199,Customer_649,Pontianak,Nissan Livina VE AT,MPV,Hitam Metalik,260000000,1,Kredit,0,0,260000000,260000000,cancelled,"Jl. Ahmad Yani No. 45, Pontianak"
11/23/2025,TRX02200,Customer_2239,Malang,Honda Brio Satya E CVT,Hatchback,Hitam,190000000,1,Kredit + Trade In,190000000,0,190000000,0,completed,"Jl. Soekarno Hatta No. 77, Malang"
9/3/2025,TRX02201,Customer_909,Pontianak,Toyota Innova Zenix 2.0 V CVT,MPV,Hitam Metalik,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
1/25/2025,TRX02202,Customer_3524,Karawang,Nissan Livina VE AT,MPV,Hitam Metalik,260000000,1,Cash + Trade In,260000000,0,260000000,0,completed,"Jl. Ahmad Yani No. 5, Karawang"
10/13/2025,TRX02203,Customer_1383,Karawang,Daihatsu Xenia 1.5 R CVT,MPV,Silver Metalik,240000000,1,Cash,0,0,240000000,240000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
5/18/2025,TRX02204,Customer_1906,Semarang,Mitsubishi Xpander Ultimate CVT,MPV,Merah,320000000,1,Cash + Trade In,54000000,0,320000000,266000000,completed,"Jl. Setiabudi No. 60, Semarang"
3/16/2025,TRX02205,Customer_3517,Padang,Daihatsu Terios 1.5 R CVT,SUV,Merah,290000000,1,Kredit,0,0,290000000,290000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
8/18/2025,TRX02206,Customer_629,Bandung,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Cash + Trade In,176000000,0,190000000,14000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
4/16/2025,TRX02207,Customer_4025,Batam,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Cash + Trade In,154000000,0,300000000,146000000,completed,"Jl. Engku Putri No. 9, Batam"
10/3/2025,TRX02208,Customer_1363,Malang,Honda HR-V 1.5 E CVT,SUV,Putih Mutiara,380000000,1,Kredit + Trade In,224000000,0,380000000,156000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
2/4/2025,TRX02209,Customer_597,Malang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Abu-abu Quartz,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
1/17/2025,TRX02210,Customer_3171,Palembang,Toyota Innova Zenix 2.0 V CVT,MPV,Abu-abu Metalik,450000000,1,Kredit,0,0,450000000,450000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
6/19/2025,TRX02211,Customer_1881,Karawang,Wuling Air ev Long Range,City Car (EV),Biru,250000000,1,Kredit + Trade In,147000000,0,250000000,103000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
8/31/2025,TRX02212,Customer_97,Jakarta,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Hitam Metalik,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
5/11/2025,TRX02213,Customer_4213,Bandung,Suzuki XL7 Beta AT,SUV,Coklat Metalik,260000000,2,Kredit,0,0,520000000,520000000,cancelled,"Jl. Soekarno Hatta No. 88, Bandung"
10/1/2025,TRX02214,Customer_2945,Padang,Daihatsu Xenia 1.5 R CVT,MPV,Coklat Metalik,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
2/24/2025,TRX02215,Customer_541,Malang,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Silver Metalik,520000000,1,Cash + Trade In,37000000,0,520000000,483000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
9/15/2025,TRX02216,Customer_2626,Palembang,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Putih,520000000,1,Kredit,0,0,520000000,520000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
3/21/2025,TRX02217,Customer_2093,Semarang,Suzuki Ertiga GX AT,MPV,Merah,260000000,2,Kredit,0,0,520000000,520000000,completed,"Jl. Setiabudi No. 60, Semarang"
9/3/2025,TRX02218,Customer_500,Padang,Mitsubishi Xpander Ultimate CVT,MPV,Abu-abu Titanium,320000000,1,Cash,0,0,320000000,320000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
11/3/2025,TRX02219,Customer_3682,Pontianak,Daihatsu Xenia 1.5 R CVT,MPV,Coklat Metalik,240000000,1,Kredit + Trade In,225000000,0,240000000,15000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
10/31/2025,TRX02220,Customer_1434,Padang,Honda Brio Satya E CVT,Hatchback,Merah,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
11/27/2025,TRX02221,Customer_4272,Palembang,Honda BR-V 1.5 E CVT,MPV,Putih Mutiara,310000000,1,Cash,0,0,310000000,310000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
3/30/2025,TRX02222,Customer_4096,Jakarta,Suzuki Ertiga GX AT,MPV,Silver Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
3/4/2025,TRX02223,Customer_4217,Jakarta,Nissan Livina VE AT,MPV,Hitam Metalik,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
2/2/2025,TRX02224,Customer_959,Jakarta,Honda HR-V 1.5 E CVT,SUV,Hitam Metalik,380000000,1,Cash,0,1000000,380000000,379000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
9/18/2025,TRX02225,Customer_3162,Malang,Suzuki XL7 Beta AT,SUV,Silver Metalik,260000000,1,Kredit + Trade In,260000000,0,260000000,0,completed,"Jl. Soekarno Hatta No. 77, Malang"
7/16/2025,TRX02226,Customer_997,Jakarta,Wuling Air ev Long Range,City Car (EV),Putih,250000000,1,Cash,0,0,250000000,250000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
11/25/2025,TRX02227,Customer_2366,Jakarta,Honda BR-V 1.5 E CVT,MPV,Hitam Metalik,310000000,1,Kredit,0,0,310000000,310000000,cancelled,"Jl. MT. Haryono No. 12, Jakarta"
10/9/2025,TRX02228,Customer_4181,Jakarta,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Cash + Trade In,100000000,0,300000000,200000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
1/18/2025,TRX02229,Customer_2535,Kendari,Nissan Livina VE AT,MPV,Silver Metalik,260000000,1,Cash + Trade In,31000000,0,260000000,229000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
5/23/2025,TRX02230,Customer_139,Malang,Suzuki Ertiga GX AT,MPV,Silver Metalik,260000000,1,Kredit + Trade In,198000000,0,260000000,62000000,refund,"Jl. Soekarno Hatta No. 77, Malang"
8/12/2025,TRX02231,Customer_3107,Malang,Toyota Rush 1.5 S GR Sport CVT,SUV,Merah,300000000,1,Cash + Trade In,251000000,0,300000000,49000000,refund,"Jl. Soekarno Hatta No. 77, Malang"
7/21/2025,TRX02232,Customer_3195,Kendari,Daihatsu Xenia 1.5 R CVT,MPV,Putih,240000000,1,Kredit + Trade In,219000000,0,240000000,21000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
6/15/2025,TRX02233,Customer_709,Bandung,Honda BR-V 1.5 E CVT,MPV,Hitam Metalik,310000000,1,Kredit,0,0,310000000,310000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
10/15/2025,TRX02234,Customer_2203,Batam,Hyundai Stargazer Prime AT,MPV,Putih Atlas,300000000,1,Cash,0,0,300000000,300000000,completed,"Jl. Engku Putri No. 9, Batam"
10/1/2025,TRX02235,Customer_3522,Kendari,Wuling Air ev Long Range,City Car (EV),Biru,250000000,1,Cash,0,0,250000000,250000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
10/4/2025,TRX02236,Customer_3320,Pontianak,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
11/25/2025,TRX02237,Customer_4261,Batam,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Cash + Trade In,278000000,0,580000000,302000000,completed,"Jl. Engku Putri No. 9, Batam"
7/5/2025,TRX02238,Customer_596,Karawang,Toyota Avanza 1.5 G CVT,MPV,Hitam Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
3/6/2025,TRX02239,Customer_636,Batam,Hyundai Creta Prime AT,SUV,Merah Fiery,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Engku Putri No. 9, Batam"
9/25/2025,TRX02240,Customer_713,Pontianak,Suzuki XL7 Beta AT,SUV,Coklat Metalik,260000000,1,Kredit + Trade In,125000000,0,260000000,135000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
10/20/2025,TRX02241,Customer_2480,Bandung,Wuling Air ev Long Range,City Car (EV),Putih,250000000,1,Kredit + Trade In,218000000,0,250000000,32000000,cancelled,"Jl. Soekarno Hatta No. 88, Bandung"
3/2/2025,TRX02242,Customer_597,Malang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Putih Pearl,580000000,1,Kredit + Trade In,265000000,0,580000000,315000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
2/8/2025,TRX02243,Customer_2383,Bandung,Honda Brio Satya E CVT,Hatchback,Hitam,190000000,1,Kredit,0,0,190000000,190000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
4/1/2025,TRX02244,Customer_1186,Padang,Toyota Rush 1.5 S GR Sport CVT,SUV,Silver Metalik,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
12/29/2025,TRX02245,Customer_3912,Karawang,Wuling Almaz RS Pro AT,SUV,Abu-abu Metalik,320000000,1,Cash,0,0,320000000,320000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
12/15/2025,TRX02246,Customer_2166,Karawang,Daihatsu Xenia 1.5 R CVT,MPV,Silver Metalik,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
10/23/2025,TRX02247,Customer_3983,Jakarta,Mitsubishi Xpander Ultimate CVT,MPV,Abu-abu Titanium,320000000,1,Cash,0,0,320000000,320000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
11/20/2025,TRX02248,Customer_3008,Malang,Toyota Avanza 1.5 G CVT,MPV,Putih Mutiara,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
3/11/2025,TRX02249,Customer_2804,Kendari,Daihatsu Xenia 1.5 R CVT,MPV,Putih,240000000,1,Cash,0,0,240000000,240000000,completed,"Jl. Ahmad Yani No. 33, Kendari"
5/24/2025,TRX02250,Customer_3851,Pontianak,Wuling Almaz RS Pro AT,SUV,Putih Mutiara,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
4/4/2025,TRX02251,Customer_729,Malang,Wuling Almaz RS Pro AT,SUV,Abu-abu Metalik,320000000,1,Kredit + Trade In,112000000,1000000,320000000,207000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
10/5/2025,TRX02252,Customer_3708,Palembang,Toyota Rush 1.5 S GR Sport CVT,SUV,Hitam Metalik,300000000,3,Cash,0,0,900000000,900000000,cancelled,"Jl. Kolonel H. Barlian No. 21, Palembang"
10/15/2025,TRX02253,Customer_3057,Jakarta,Hyundai Stargazer Prime AT,MPV,Putih Atlas,300000000,1,Kredit,0,0,300000000,300000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
8/26/2025,TRX02254,Customer_484,Bandung,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Abu-abu Metalik,580000000,2,Kredit,0,0,1160000000,1160000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
1/23/2025,TRX02255,Customer_895,Bandung,Mitsubishi Xpander Ultimate CVT,MPV,Hitam Metalik,320000000,1,Cash + Trade In,215000000,0,320000000,105000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
2/6/2025,TRX02256,Customer_3610,Jakarta,Nissan Livina VE AT,MPV,Putih Mutiara,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
12/1/2025,TRX02257,Customer_2572,Jakarta,Toyota Avanza 1.5 G CVT,MPV,Coklat Metalik,260000000,1,Cash + Trade In,74000000,0,260000000,186000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
10/18/2025,TRX02258,Customer_2559,Semarang,Mitsubishi Xpander Ultimate CVT,MPV,Merah,320000000,1,Kredit,0,0,320000000,320000000,completed,"Jl. Setiabudi No. 60, Semarang"
3/9/2025,TRX02259,Customer_3385,Batam,Wuling Air ev Long Range,City Car (EV),Biru,250000000,1,Kredit,0,0,250000000,250000000,completed,"Jl. Engku Putri No. 9, Batam"
11/16/2025,TRX02260,Customer_2286,Malang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Cash,0,0,580000000,580000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
2/12/2025,TRX02261,Customer_4217,Pontianak,Hyundai Stargazer Prime AT,MPV,Putih Atlas,300000000,1,Kredit + Trade In,139000000,0,300000000,161000000,cancelled,"Jl. Ahmad Yani No. 45, Pontianak"
10/15/2025,TRX02262,Customer_580,Jakarta,Daihatsu Xenia 1.5 R CVT,MPV,Hitam Metalik,240000000,1,Kredit,0,0,240000000,240000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
7/4/2025,TRX02263,Customer_3304,Palembang,Honda HR-V 1.5 E CVT,SUV,Putih Mutiara,380000000,1,Kredit,0,0,380000000,380000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
5/20/2025,TRX02264,Customer_4293,Palembang,Mitsubishi Xpander Ultimate CVT,MPV,Hitam Metalik,320000000,1,Cash,0,0,320000000,320000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
5/9/2025,TRX02265,Customer_3567,Jakarta,Suzuki XL7 Beta AT,SUV,Silver Metalik,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
4/27/2025,TRX02266,Customer_4440,Semarang,Honda CR-V 1.5 Turbo RS,SUV,Abu-abu Metalik,650000000,1,Cash,0,0,650000000,650000000,completed,"Jl. Setiabudi No. 60, Semarang"
8/16/2025,TRX02267,Customer_2441,Kendari,Honda Brio Satya E CVT,Hatchback,Putih,190000000,1,Cash,0,0,190000000,190000000,cancelled,"Jl. Ahmad Yani No. 33, Kendari"
7/6/2025,TRX02268,Customer_411,Kendari,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Putih Pearl,580000000,1,Kredit,0,0,580000000,580000000,refund,"Jl. Ahmad Yani No. 33, Kendari"
1/18/2025,TRX02269,Customer_1307,Palembang,Nissan Livina VE AT,MPV,Putih Mutiara,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
1/15/2025,TRX02270,Customer_2731,Karawang,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Hitam Metalik,580000000,1,Cash + Trade In,82000000,0,580000000,498000000,completed,"Jl. Ahmad Yani No. 5, Karawang"
2/18/2025,TRX02271,Customer_817,Bandung,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Coklat Metalik,580000000,1,Kredit + Trade In,39000000,0,580000000,541000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
11/21/2025,TRX02272,Customer_2417,Malang,Suzuki Ertiga GX AT,MPV,Putih Mutiara,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
4/1/2025,TRX02273,Customer_3039,Palembang,Mitsubishi Xpander Ultimate CVT,MPV,Merah,320000000,1,Cash,0,0,320000000,320000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
10/17/2025,TRX02274,Customer_678,Pontianak,Honda HR-V 1.5 E CVT,SUV,Merah,380000000,1,Cash + Trade In,212000000,0,380000000,168000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
1/26/2025,TRX02275,Customer_488,Jakarta,Honda HR-V 1.5 E CVT,SUV,Merah,380000000,1,Cash + Trade In,70000000,0,380000000,310000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
12/18/2025,TRX02276,Customer_2763,Palembang,Honda HR-V 1.5 E CVT,SUV,Silver Metalik,380000000,2,Cash + Trade In,162000000,0,760000000,598000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
2/21/2025,TRX02277,Customer_2784,Jakarta,Hyundai Creta Prime AT,SUV,Abu-abu Titanium,320000000,1,Kredit + Trade In,256000000,0,320000000,64000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
10/30/2025,TRX02278,Customer_1058,Malang,Isuzu D-Max Double Cabin 4x4 AT,Pickup,Putih,520000000,1,Cash + Trade In,217000000,0,520000000,303000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
12/13/2025,TRX02279,Customer_1890,Bandung,Toyota Innova Zenix 2.0 V CVT,MPV,Putih Mutiara,450000000,2,Kredit,0,0,900000000,900000000,completed,"Jl. Soekarno Hatta No. 88, Bandung"
5/23/2025,TRX02280,Customer_2491,Jakarta,Honda CR-V 1.5 Turbo RS,SUV,Abu-abu Metalik,650000000,1,Cash,0,0,650000000,650000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
5/26/2025,TRX02281,Customer_258,Palembang,Suzuki XL7 Beta AT,SUV,Putih Mutiara,260000000,1,Cash + Trade In,62000000,0,260000000,198000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
11/12/2025,TRX02282,Customer_2457,Batam,Toyota Fortuner 2.4 VRZ 4x2 AT,SUV,Putih Mutiara,580000000,2,Kredit,0,0,1160000000,1160000000,completed,"Jl. Engku Putri No. 9, Batam"
7/11/2025,TRX02283,Customer_1428,Semarang,Mitsubishi Pajero Sport Dakar 4x2 AT,SUV,Putih Pearl,580000000,1,Kredit,0,0,580000000,580000000,completed,"Jl. Setiabudi No. 60, Semarang"
7/28/2025,TRX02284,Customer_2790,Pontianak,Toyota Innova Zenix 2.0 V CVT,MPV,Abu-abu Metalik,450000000,1,Cash,0,0,450000000,450000000,refund,"Jl. Ahmad Yani No. 45, Pontianak"
10/8/2025,TRX02285,Customer_107,Jakarta,Suzuki Ertiga GX AT,MPV,Merah,260000000,1,Kredit + Trade In,60000000,0,260000000,200000000,completed,"Jl. MT. Haryono No. 12, Jakarta"
5/4/2025,TRX02286,Customer_3170,Malang,Hyundai Stargazer Prime AT,MPV,Hitam Phantom,300000000,1,Cash + Trade In,275000000,0,300000000,25000000,completed,"Jl. Soekarno Hatta No. 77, Malang"
12/24/2025,TRX02287,Customer_1027,Palembang,Honda CR-V 1.5 Turbo RS,SUV,Abu-abu Metalik,650000000,1,Kredit,0,0,650000000,650000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
3/22/2025,TRX02288,Customer_3072,Palembang,Toyota Avanza 1.5 G CVT,MPV,Putih Mutiara,260000000,1,Kredit,0,0,260000000,260000000,completed,"Jl. Kolonel H. Barlian No. 21, Palembang"
4/19/2025,TRX02289,Customer_66,Palembang,Honda HR-V 1.5 E CVT,SUV,Silver Metalik,380000000,1,Cash,0,0,380000000,380000000,refund,"Jl. Kolonel H. Barlian No. 21, Palembang"
10/3/2025,TRX02290,Customer_2565,Padang,Honda Brio Satya E CVT,Hatchback,Hitam,190000000,1,Cash,0,0,190000000,190000000,completed,"Jl. Khatib Sulaiman No. 10, Padang"
4/24/2025,TRX02291,Customer_501,Pontianak,Nissan Livina VE AT,MPV,Hitam Metalik,260000000,1,Cash,0,0,260000000,260000000,completed,"Jl. Ahmad Yani No. 45, Pontianak"
